4.6,108
4.7,110
4.7,110
5.3,126
5.3,126
5.5,131
5.5,129
5.6,138
5.6,124
5.8,138
5.8,138
6.0,136
6.2,145
6.4,138
6.5,143
6.6,143
6.6,145
6.6,145
6.9,147
6.9,147
7.0,147
7.2,152
7.5,152
7.6,181
7.6,159
7.6,159
7.6,181
7.6,156
7.7,159
7.7,156
7.7,175
7.8,159
7.8,161
7.8,163
7.9,168
7.9,189
7.9,189
7.9,159
7.9,186
7.9,166
7.9,186
7.9,186
7.9,161
8.0,184
8.0,170
8.0,163
8.0,175
8.0,161
8.0,163
8.0,168
8.0,161
8.0,191
8.0,161
8.1,177
8.1,168
8.1,192
8.1,166
8.2,166
8.2,172
8.2,166
8.2,194
8.2,168
8.2,197
8.3,172
8.3,168
8.3,170
8.3,177
8.4,170
8.4,166
8.4,168
8.4,163
8.4,168
8.4,177
8.5,168
8.5,194
8.5,175
8.5,179
8.5,175
8.5,175
8.5,173
8.5,172
8.5,179
8.5,179
8.5,179
8.5,175
8.5,197
8.6,179
8.6,179
8.6,177
8.6,177
8.6,177
8.6,179
8.6,182
8.6,175
8.6,179
8.6,179
8.7,186
8.7,175
8.7,192
8.7,177
8.7,182
8.7,182
8.7,179
8.7,179
8.7,179
8.7,182
8.7,177
8.7,182
8.7,189
8.7,179
8.7,179
8.7,179
8.7,175
8.7,177
8.8,177
8.8,177
8.8,184
8.8,196
8.8,175
8.9,182
8.9,179
8.9,189
8.9,184
8.9,189
8.9,182
9.0,182
9.0,184
9.1,184
9.1,179
9.1,179
9.1,177
9.1,184
9.1,184
9.1,184
9.1,179
9.1,202
9.1,184
9.1,184
9.1,184
9.1,184
9.1,184
9.1,184
9.1,184
9.1,186
9.1,186
9.1,184
9.2,191
9.2,213
9.2,184
9.2,189
9.2,191
9.3,191
9.3,196
9.3,191
9.3,184
9.3,196
9.3,191
9.3,191
9.3,191
9.3,196
9.3,193
9.3,191
9.3,191
9.3,196
9.3,196
9.3,200
9.3,184
9.3,191
9.4,186
9.4,193
9.4,191
9.4,186
9.4,189
9.4,191
9.4,196
9.4,200
9.4,200
9.4,186
9.5,189
9.5,196
9.5,198
9.5,196
9.5,189
9.5,198
9.5,189
9.5,196
9.5,186
9.5,198
9.6,193
9.6,230
9.6,202
9.6,191
9.6,191
9.6,200
9.6,193
9.6,196
9.6,198
9.6,189
9.6,191
9.6,191
9.6,196
9.6,196
9.6,198
9.6,189
9.6,198
9.7,193
9.7,193
9.7,196
9.7,198
9.7,202
9.8,200
9.8,205
9.8,193
9.8,205
9.8,196
9.8,198
9.8,207
9.8,224
9.8,196
9.8,198
