4.9,3
5.1,1
5.2,1
5.4,2
5.5,3
5.6,5
5.7,7
5.8,10
5.9,12
6.0,7
6.1,5
6.2,8
6.3,9
6.4,17
6.5,13
6.6,19
6.7,24
6.8,14
6.9,12
7.0,25
7.1,13
7.2,19
7.3,14
7.4,14
7.5,24
7.6,18
7.7,10
7.8,21
7.9,27
8.0,16
8.1,21
8.2,18
8.3,24
8.4,11
8.5,25
8.6,30
8.7,25
8.8,14
8.9,14
9.0,10
9.1,19
9.2,7
9.3,18
9.4,16
9.5,19
9.6,18
9.7,12
9.8,24
9.9,17
10.0,4
10.1,9
10.2,17
10.3,23
10.4,10
10.5,3
10.6,12
10.7,6
10.8,1
10.9,15
11.0,8
11.1,14
11.2,6
11.3,10
11.4,7
11.5,9
11.7,7
11.8,6
11.9,4
12.0,1
12.1,2
12.2,10
12.3,7
12.4,1
12.5,8
12.6,9
12.7,6
12.8,6
12.9,9
13.0,5
13.1,4
13.3,3
13.4,8
13.5,2
13.6,6
13.7,5
13.8,3
13.9,8
14.1,1
14.2,12
14.3,3
14.4,2
14.5,1
14.6,9
14.7,1
14.8,1
14.9,2
15.0,5
15.1,2
15.3,2
15.5,1
15.7,1
15.9,1
16.1,2
16.6,1
16.7,2
16.9,3
17.0,1
17.7,2
17.8,3
18.0,2
18.5,4
18.8,2
19.2,1
19.3,4
19.6,1
20.0,1
20.4,2
20.5,3
