11,411
11,413
11,413
11,411
12,362
12,368
12,362
12,362
12,362
12,382
13,346
13,344
13,344
13,342
13,344
13,488
13,360
13,344
13,354
13,344
13,342
13,344
13,354
13,346
13,350
14,322
14,334
14,334
14,318
14,320
14,315
14,315
14,331
14,322
15,294
15,435
15,421
15,294
15,421
15,437
15,294
15,294
15,432
15,294
15,294
15,294
15,435
15,294
15,432
16,288
16,280
16,414
16,288
16,407
16,419
16,290
16,280
16,278
16,285
16,414
16,285
16,409
16,396
16,402
16,407
16,398
16,277
16,285
16,409
16,400
16,277
16,277
16,419
16,419
16,414
16,407
17,380
17,380
17,272
17,373
17,380
17,264
17,380
17,380
17,267
17,382
17,380
17,377
17,384
17,259
17,269
17,380
17,386
17,380
17,269
17,380
17,272
17,269
17,269
17,382
17,259
17,382
17,270
17,259
17,373
17,264
17,389
17,380
17,380
17,393
17,380
17,382
17,377
17,264
17,393
17,393
17,393
17,380
17,389
17,380
17,380
17,380
17,270
17,264
18,354
18,361
18,361
18,366
18,368
18,359
18,366
18,361
18,356
18,250
18,354
18,354
18,361
18,354
18,354
18,250
18,359
18,356
18,356
18,359
18,368
18,368
18,254
18,363
18,370
18,363
18,366
18,354
18,251
18,352
18,352
18,359
18,368
18,359
18,354
18,256
18,251
18,254
18,250
18,359
18,356
19,340
19,340
19,347
19,340
19,340
19,340
19,338
19,350
19,334
19,336
19,338
19,338
19,338
19,347
19,347
19,347
19,336
19,336
19,237
19,340
19,347
19,334
19,237
19,345
19,338
19,345
19,338
19,338
19,338
19,338
19,347
19,347
19,340
19,343
19,336
19,334
20,229
20,224
20,324
20,317
20,327
20,322
20,320
20,317
20,222
20,324
20,317
20,320
20,320
20,329
20,320
20,317
20,322
20,329
20,317
20,317
20,317
20,230
20,324
20,331
20,329
20,320
20,327
20,317
20,317
20,327
20,324
20,317
20,229
20,317
20,322
20,317
20,317
20,317
20,222
20,320
20,230
20,230
20,317
20,317
21,308
21,308
21,315
21,308
21,306
21,308
21,313
21,306
21,306
21,315
21,304
21,313
21,308
21,306
21,304
21,304
21,306
21,310
21,308
21,306
21,306
21,306
21,308
21,310
21,315
21,310
21,315
21,304
21,308
21,310
21,308
21,304
21,310
21,315
21,308
22,290
22,294
22,299
22,290
22,292
22,294
22,290
22,299
22,297
22,292
22,292
22,294
22,294
22,294
22,294
22,294
22,301
22,294
22,294
22,294
22,292
22,299
22,301
22,292
22,297
22,297
22,292
22,297
22,301
22,301
22,301
22,294
22,290
22,290
22,290
22,290
22,297
22,297
22,299
22,292
22,292
22,297
22,294
22,294
22,297
22,290
22,292
22,297
22,301
22,290
22,292
22,290
22,292
22,297
22,294
22,297
22,292
22,292
22,292
22,297
22,292
22,292
22,294
22,294
22,301
22,290
22,292
22,292
22,301
22,290
23,278
23,281
23,283
23,281
23,283
23,283
23,283
23,283
23,283
23,285
23,281
23,278
23,285
23,278
23,283
23,278
23,288
23,283
23,283
23,278
23,283
23,283
23,283
23,281
23,281
23,285
23,285
23,281
23,195
23,283
23,278
23,283
23,288
23,283
23,285
23,278
23,278
23,288
23,281
23,281
23,288
23,285
23,288
23,285
23,285
23,281
24,271
24,271
24,274
24,267
24,271
24,267
24,274
24,267
24,267
24,271
24,271
24,269
24,271
24,269
24,276
24,267
24,267
24,267
24,276
24,274
24,274
24,271
24,269
24,267
24,276
24,324
24,276
24,269
24,276
24,267
24,276
24,276
24,271
24,276
24,271
24,274
24,271
24,269
24,271
24,269
24,276
24,274
24,274
24,274
24,269
24,274
24,271
24,267
25,255
25,260
25,260
25,260
25,262
25,260
25,255
25,264
25,262
25,260
25,255
25,264
25,264
25,258
25,264
25,262
25,260
25,264
25,258
25,258
25,260
25,262
25,262
25,258
25,260
25,258
25,260
25,258
25,262
25,260
25,264
25,255
25,255
25,262
25,265
25,264
25,264
25,255
25,255
25,265
25,255
25,258
25,255
25,258
25,258
25,262
25,262
25,258
25,262
25,260
25,260
25,258
25,264
25,260
25,260
25,258
25,255
25,258
25,255
25,258
25,258
25,264
25,258
25,255
25,255
25,264
25,264
25,260
25,262
25,264
25,262
25,258
26,251
26,246
26,251
26,253
26,248
26,251
26,248
26,294
26,253
26,251
26,251
26,251
26,248
26,251
26,246
26,253
26,253
26,253
26,251
26,246
26,253
26,246
26,246
26,246
26,251
26,248
26,253
26,248
26,246
26,253
26,248
26,253
26,253
26,246
26,246
26,251
26,253
26,251
26,246
26,251
26,248
26,253
26,253
26,246
26,251
26,253
26,246
26,248
26,246
26,253
26,251
27,237
27,286
27,281
27,242
27,237
27,242
27,239
27,239
27,244
27,278
27,237
27,237
27,237
27,165
27,244
27,244
27,242
27,239
27,244
27,244
27,242
27,244
27,237
27,244
27,239
27,239
27,237
27,239
27,242
27,242
27,244
27,281
27,242
27,242
27,244
27,239
27,237
27,244
27,244
27,242
27,237
27,239
27,242
27,237
27,239
27,237
27,244
27,170
27,242
27,165
27,239
27,244
27,237
27,242
27,237
27,244
27,242
28,232
28,230
28,235
28,235
28,230
28,235
28,235
28,232
28,235
28,232
28,235
28,235
28,230
28,230
28,230
28,230
28,230
28,232
28,230
28,235
28,232
28,232
28,230
28,232
28,232
28,235
28,230
28,235
28,235
28,235
28,235
28,162
28,232
28,230
28,232
28,235
28,232
28,230
28,232
28,230
28,275
28,235
28,232
28,230
28,230
28,235
28,230
28,235
28,230
28,232
29,221
29,228
29,228
29,221
29,221
29,225
29,221
29,223
29,225
29,225
29,223
29,221
29,225
29,223
29,221
29,225
29,221
29,221
29,225
29,228
29,221
29,223
29,228
29,228
29,221
29,228
29,221
29,228
29,225
29,228
29,225
29,225
29,228
29,228
29,225
29,228
29,221
29,223
29,225
29,223
29,225
29,228
29,225
29,225
29,225
29,225
29,221
29,225
29,223
29,221
29,225
29,225
29,223
29,225
29,221
29,228
29,267
29,221
29,225
30,214
30,216
30,218
30,216
30,216
30,214
