4.9,110
4.9,108
4.9,110
5.1,192
5.2,124
5.4,138
5.4,184
5.5,181
5.5,152
5.5,181
5.6,186
5.6,147
5.6,156
5.6,186
5.6,163
5.7,186
5.7,159
5.7,194
5.7,126
5.7,143
5.7,147
5.7,147
5.8,161
5.8,129
5.8,166
5.8,197
5.8,152
5.8,161
5.8,126
5.8,161
5.8,168
5.8,136
5.9,192
5.9,143
5.9,156
5.9,145
5.9,166
5.9,168
5.9,166
5.9,163
5.9,168
5.9,163
5.9,159
5.9,131
6.0,159
6.0,161
6.0,145
6.0,161
6.0,177
6.0,159
6.0,194
6.1,168
6.1,170
6.1,168
6.1,159
6.1,197
6.2,138
6.2,179
6.2,166
6.2,138
6.2,175
6.2,173
6.2,172
6.2,175
6.3,186
6.3,179
6.3,179
6.3,163
6.3,168
6.3,170
6.3,166
6.3,175
6.3,177
6.4,175
6.4,184
6.4,227
6.4,177
6.4,224
6.4,138
6.4,175
6.4,168
6.4,213
6.4,186
6.4,179
6.4,177
6.4,184
6.4,177
6.4,145
6.4,224
6.4,186
6.5,193
6.5,189
6.5,186
6.5,175
6.5,172
6.5,193
6.5,189
6.5,230
6.5,177
6.5,177
6.5,177
6.5,193
6.5,189
6.6,191
6.6,193
6.6,189
6.6,179
6.6,168
6.6,191
6.6,179
6.6,184
6.6,179
6.6,175
6.6,175
6.6,182
6.6,179
6.6,177
6.6,191
6.6,179
6.6,184
6.6,179
6.6,196
6.7,170
6.7,202
6.7,184
6.7,182
6.7,184
6.7,184
6.7,184
6.7,184
6.7,182
6.7,184
6.7,184
6.7,184
6.7,184
6.7,184
6.7,202
6.7,196
6.7,184
6.7,200
6.7,200
6.7,200
6.7,200
6.7,189
6.7,172
6.7,189
6.8,186
6.8,200
6.8,193
6.8,179
6.8,191
6.8,184
6.8,179
6.8,179
6.8,179
6.8,193
6.8,179
6.8,209
6.8,198
6.8,184
6.9,198
6.9,200
6.9,177
6.9,177
6.9,182
6.9,179
6.9,186
6.9,182
6.9,179
6.9,179
6.9,198
6.9,179
7.0,191
7.0,193
7.0,202
7.0,196
7.0,191
7.0,202
7.0,205
